,sentiment_score,tfidf_score,sentence,sentiment_rate,prediction,sentiment
306,"[1.139674086761723, 1.2872816192821832]","[2.4219717693407232, 1.8513401149177473]",nice stay,5.143454565,1,
307,"[1.245065697791983, 1.157289917534455, 1.1317800003735932, 1.06732592743524, 1.1763723832172268, 1.162785809179296, 1.100758412021345, 1.1180642814943673, 1.1027923031715823, 1.1317800003735932, 1.4921553097726574, 1.2333720168008768, 0.959850570186757, 1.0112247376941141, 1.13451448700303, 1.3708781915680948, 1.3246426371948452, 0.9832402787842227, 1.1090177364011147, 1.1013852648708433, 1.2615708593152286, 1.0900119645188588, 1.3613641360648188, 1.0540622493706577, 1.234865649947659, 1.1317800003735932, 1.1084719813820942, 1.0416522355279647]","[2.895071376291587, 2.1060503974820737, 8.172814747526704, 3.959244789967789, 3.390342460320397, 2.8833573089281392, 2.937294006713934, 7.882717152163144, 2.220862080746154, 8.172814747526704, 4.171364842197149, 4.184037393450915, 3.5363569485327444, 3.8870216710108827, 4.093032998927242, 4.431287645014655, 3.829352425200321, 4.328235266561579, 3.637473945500162, 2.088364824594646, 6.200254104714154, 5.4563067090567525, 6.960384105833026, 6.316629680602658, 7.882717152163144, 8.172814747526704, 3.123396286347794, 4.918538092610727]",perfect location easy access beautiful neighborhood close mgh apartment easy find guest street parking available couple short block away clean homey checking inout seamless christian easy get touch ,153.1674321,1,
308,"[1.2135848699091036, 1.355410531839749, 1.1836164793506185, 1.4486222904268815, 1.511538493086304, 1.1980092749222946, 1.234865649947659, 1.1027923031715823, 1.4161494589518766, 1.245065697791983, 1.0150227271118188, 1.157289917534455, 1.155648459799798, 1.2855503250593652, 1.1872335957200306, 1.3787821544509855, 1.22381932421524, 2.0681799655937327, 1.0245898403019567, 1.078801343554318, 1.0071322065914623, 1.2764345389092346, 1.0481876931034582, 1.1084719813820942, 1.1527481144857812, 2.0688770013074316, 1.9510733527103277, 0.959850570186757, 1.1027923031715823, 1.2295843757419327, 1.3529312578185186, 1.1317800003735932, 1.1027923031715823, 1.2498680904355317, 1.0712873288569233, 1.0150227271118188, 1.2108400377970268, 1.111022010240891, 1.3363137690530829, 1.1700407143799418, 1.146696559258892, 1.7055814240140352, 1.9237113795662981, 1.6306016575478486, 1.2108400377970268, 1.1308750161933439, 0, 1.4007934685698524, 1.1420553813339118, 1.2723227250159277, 1.3337048845516357, 1.1868245548056604, 1.0961724110558007, 1.2392124509382527, 1.327637849777385, 1.1420553813339118, 1.2734557120139725, 2.0736258455088654, 1.104897480113644, 1.2108400377970268, 1.1420553813339118, 1.1035667039407333, 1.74756802803668, 1.0150227271118188, 2.1168082261156496, 0, 1.5859738221002397, 1.1310397814779358, 1.516947360590926, 1.7247100346670743, 3.070039228191487, 1.5342201629133412, 2.0736258455088654, 1.1027923031715823, 1.3849260308377638, 1.111022010240891, 1.2383590729885272, 1.1819848657242755, 1.2872816192821832, 1.3851125954822725, 1.3867368577072914, 1.234865649947659, 1.0961724110558007, 1.1807099001533177, 1.2948601797484254, 1.3758162081068794, 1.1084719813820942, 1.0915125692404493, 1.0934409944811598, 1.5195540917419235, 1.1195383448590661, 1.1689372298557752, 1.0963613906211847, 1.0777315202214177, 1.0846318414413123, 1.1500786006777497, 1.3316850475705835, 1.0748097761506152, 1.253512993393622, 1.0150227271118188, 1.0577243692421343, 1.1004021970239, 1.122050675589193, 1.2483266323525564, 1.1171602394940185, 1.2360062273883934, 1.103684446232314, 1.1836164793506185, 1.35709033705745, 1.234865649947659, 1.1544967820019545, 1.9280662366301897, 1.2213999931399078, 1.0261856436637011, 1.2485415243522109, 1.3867368577072914, 1.866490349090047]","[6.600101220518095, 3.8546634873442644, 3.9918798933441675, 6.267236925273081, 5.869836377001647, 7.641555095346256, 23.64815145648943, 8.883448322984616, 4.386209590696664, 2.895071376291587, 10.033965947880567, 2.1060503974820737, 3.4046918694993957, 2.6602341889187753, 3.810070952402122, 6.5711136836448425, 7.182022765967815, 7.16709711575114, 5.382772625010603, 4.1706243756694255, 2.9895240427286636, 6.665200122729451, 3.375527374535256, 6.246792572695588, 5.413077974505932, 5.568083720652924, 9.299783171949787, 3.5363569485327444, 8.883448322984616, 3.1021940786971913, 3.8789716622374715, 2.7242715825089014, 8.883448322984616, 3.8792481726775025, 4.001778354240051, 10.033965947880567, 10.52316828485111, 4.706095186653535, 3.3756945007995376, 5.441688508547197, 3.460414126328909, 5.859765798438051, 7.539772401036314, 4.61591733901336, 10.52316828485111, 5.660553626479673, 8.740167384014367, 6.884986088348814, 12.69145789561484, 6.43758229102032, 6.37863975538687, 3.4456070663440412, 6.024778807603898, 4.028387462968016, 4.688382436211061, 12.69145789561484, 4.618810022546196, 9.033979899898593, 6.375278407684165, 10.52316828485111, 12.69145789561484, 5.020516271233675, 7.83826538959231, 10.033965947880567, 6.430464823251456, 10.97375960552146, 5.246911857934262, 2.4781987142323363, 5.517015002378905, 6.61278638004541, 10.686077533069678, 5.372871554027891, 9.033979899898593, 8.883448322984616, 7.174532094238658, 4.706095186653535, 2.893728608956641, 4.564681816369665, 1.8513401149177473, 1.9914497064328816, 3.571534194418369, 23.64815145648943, 6.024778807603898, 5.190960590547034, 2.149621075472595, 3.7671350646969772, 6.246792572695588, 4.232058910869405, 4.461024176785948, 4.482530382006912, 4.135711738964143, 4.109607964021455, 5.221186966695827, 3.748278132739165, 3.297440506694623, 4.3684616845732585, 4.968227801202042, 5.85178172408983, 6.617050778831868, 10.033965947880567, 5.628240637489129, 4.862292266018781, 6.126951285582995, 4.455596085491197, 4.222268349013987, 5.107291548588163, 3.450458392002929, 3.9918798933441675, 3.850086820316853, 23.64815145648943, 3.686198965211736, 4.873440653501396, 3.5753814100908516, 3.6253865978168287, 3.074853524455725, 3.571534194418369, 3.334919306638985]",planned trip boston surprise boyfriend birthday christian apartment absolutely perfect u location convenient everything two event attend td garden able walk 1015 minute get anywhere else jumped street apartment made thing easy apartment cozy gave u feel would like live city complaint whatsoever although feel worth noting staircase building narrow steep bathroom also small since building old found historical feel building cool neither u particularly bigtall may comfortable someone larger stature said found apartment phenomenal would definitely love stay place great christian also ideal host didnt get meet person pleasant communication quick respond question even went extra mile offering u detailed recommendation favorite spot near apt around boston thank christian accommodating making first airbnb experience great one ,918.0828765,1,
309,"[1.234865649947659, 1.245065697791983, 1.1151637116054716, 1.092445463639872, 1.2948601797484254, 1.1175648162141976, 1.3437146369260362, 1.3529312578185186, 1.645796828718341, 1.6662228149917837, 1.6796206980945776, 1.0868595281993483, 1.1027923031715823, 1.2643854547229274, 1.1234950409361408, 1.035685705584429, 1.866490349090047, 0.9832402787842227, 1.0294081264212074, 1.035685705584429, 1.0481876931034582, 1.0186868632953465, 1.0094184342010555, 0, 1.0096449561926504, 1.1584483667816787, 1.234865649947659, 1.0832871760707743, 1.3867368577072914, 1.1364408114863567, 1.1004021970239]","[15.765434304326288, 2.895071376291587, 6.492642068203347, 3.3185268014343303, 2.149621075472595, 4.496274553566458, 3.693062410136718, 3.8789716622374715, 4.388047826508415, 5.913276505697636, 7.529077111919565, 5.531341894999667, 2.220862080746154, 4.904562709873126, 3.544832410719188, 8.019878205212748, 3.334919306638985, 4.328235266561579, 4.885470873777938, 8.019878205212748, 3.375527374535256, 3.4386408865253806, 4.37026755413852, 11.379224713629624, 5.74622242103447, 5.313116623525876, 15.765434304326288, 4.231665442440169, 1.7857670972091846, 6.0660187345878365, 4.862292266018781]",christian perfect laid back host help make thing work despite crazy schedule apartment perfectly located within one block metro within minute walking plenty wining dining option christian left great list recommendation,194.6261709,1,
310,"[1.2213999931399078, 0, 0, 1.1690364647177263, 1.1900066833239398, 1.6601934858232081, 1.256495509441876, 1.0846318414413123, 1.704117695130447, 1.6571421970069486, 1.1055476124075994, 1.7286754224915888, 1.525274302552388, 1.139674086761723, 1.0934409944811598, 1.1027923031715823, 1.2498680904355317, 1.0706940481560954, 1.245065697791983, 1.1742132247785546, 1.2130479191088146, 1.335356211338203, 1.157289917534455, 1.1836164793506185, 1.047504479673072, 0.9986951243873117, 1.1763723832172268, 1.162785809179296, 1.0961724110558007, 1.866490349090047, 0.9832402787842227, 1.155648459799798]","[3.5753814100908516, 11.379224713629624, 10.280612424961515, 5.361848784737141, 5.541494266463684, 4.548350478983444, 2.7158554120557854, 3.297440506694623, 4.362615029735405, 4.558662646349864, 4.310201287051365, 6.19463611240993, 5.156648445558256, 2.4219717693407232, 4.461024176785948, 2.220862080746154, 3.8792481726775025, 4.5243429242545545, 2.895071376291587, 6.316629680602658, 3.987809478954266, 4.034505659479952, 2.1060503974820737, 1.9959399466720837, 5.1837994346242064, 4.698370034839408, 3.390342460320397, 2.8833573089281392, 3.012389403801949, 3.334919306638985, 4.328235266561579, 3.4046918694993957]",first chirstian standup guy communicative whole time even though never met seems incredibly nice person apartment cozy amenity perfect 12 people best location boston beacon hill beautiful neighborhood also one block convenient,151.1040253,1,
311,"[1.261506382325623, 1.290373574554941, 1.3529312578185186, 1.234865649947659, 1.2548012047987542, 1.0846318414413123, 1.704117695130447, 1.6571421970069486, 1.1055476124075994, 1.9977859975619436, 1.3867368577072914, 1.1690364647177263, 1.2093571859575567, 0.9918140220159145, 1.0150227271118188, 1.1364408114863567, 1.3851125954822725, 1.0964180367397907, 1.0846318414413123, 1.264383836487567, 1.0150227271118188, 1.0400139142179161, 1.524537777846527, 2.689910579319836, 1.0832871760707743, 1.04499737722032, 1.0920115905826084, 1.0150227271118188, 1.0846318414413123, 1.3437487878869476, 1.8697129830675951, 1.6216665269111454, 0, 1.9267737737235644, 1.1689372298557752, 1.1098267797487797, 1.5402949053136148, 1.0150227271118188, 4.330525907816984, 1.697478116644514, 1.4055225239043758, 1.1317800003735932, 1.5439782760835727, 1.082026504286797, 1.1913736541166589, 1.1027923031715823, 1.337157545006094, 1.6248869420737038, 1.172447586165387, 1.112889315934529, 1.2301570848428545, 1.2734557120139725, 1.1420553813339118, 1.8185681919331471, 1.157289917534455, 1.1317800003735932, 1.1084719813820942, 1.103684446232314, 1.400834753809292, 1.245065697791983, 1.3437487878869476, 1.4105224841755706, 1.2008542704786864, 1.254023493414008, 1.261506382325623, 1.388777149663085, 1.111022010240891, 1.263487690147261, 1.3263370869483404, 1.3927798888248337, 1.1836164793506185, 1.3918586175032845, 1.3246426371948452, 1.2712251015347815, 1.1090177364011147, 1.247098584999172, 1.256495509441876, 1.0961724110558007, 1.6571421970069486, 1.2776442689774175, 1.3034539702312649, 1.111022010240891, 1.2492364833359393, 1.3851125954822725, 1.2160261002262955, 1.5340181417882532, 1.640315316642442, 1.111022010240891, 1.1819848657242755, 1.2872816192821832, 1.4116741086744338, 1.2855503250593652, 1.234865649947659]","[9.824605373186886, 5.869836377001647, 3.8789716622374715, 15.765434304326288, 3.0387687007134407, 9.892321520083868, 4.362615029735405, 9.117325292699729, 4.310201287051365, 7.344984075477229, 1.7857670972091846, 5.361848784737141, 3.3027093860772956, 5.8320960490188, 10.033965947880567, 6.0660187345878365, 3.982899412865763, 3.8262003343320057, 9.892321520083868, 6.310320511409393, 10.033965947880567, 5.030960230394759, 6.683300164373069, 9.43331456457431, 4.231665442440169, 6.608540089163959, 5.100703289463779, 10.033965947880567, 9.892321520083868, 7.403648566229633, 9.769786801195524, 7.945237509144478, 11.379224713629624, 7.7683068009854, 4.109607964021455, 6.261230901212869, 8.461453981545345, 10.033965947880567, 10.126461745134256, 8.140546261465243, 4.298777426829376, 5.448543165017803, 6.769066986130493, 5.662197012223403, 6.161575250149042, 2.220862080746154, 3.7863544257848063, 5.162618612544759, 4.159948772715865, 4.268528590650797, 3.533417210991819, 4.618810022546196, 4.230485965204947, 9.076639620635579, 2.1060503974820737, 5.448543165017803, 3.123396286347794, 3.450458392002929, 6.835929931359621, 2.895071376291587, 7.403648566229633, 6.857436136580584, 3.3202646958602067, 5.009323730801397, 9.824605373186886, 4.281675863014831, 7.059142779980302, 2.6595805941242663, 4.202205947719724, 4.638114512056434, 1.9959399466720837, 5.963124311425204, 3.829352425200321, 4.51073014860079, 3.637473945500162, 5.595399531299886, 2.7158554120557854, 3.012389403801949, 9.117325292699729, 5.490346755296743, 2.907866058557186, 7.059142779980302, 5.039747633161563, 3.982899412865763, 7.45725137734831, 5.830148628734404, 3.5077227616170368, 7.059142779980302, 4.564681816369665, 1.8513401149177473, 3.65058888757799, 2.6602341889187753, 15.765434304326288]",say positive thing christian helpful even though never met obviously great guy friendly sent u list place go even brought u red sox cap left beer fridge u even little mishap accidentally shorted power quick reply directed u expertly resolve problem easy fix smooth running apartment described think better picture lovely old building adored location easy get around honestly perfect little getaway needed cant say enough would recommend anyone visiting boston either short weekend away longer time also never slept well would give place 50 star could would love stay thanks everything christian ,748.8319208,1,
312,"[1.234865649947659, 1.3867368577072914, 1.2948601797484254, 1.6306016575478486, 1.6571421970069486, 1.1055476124075994, 1.0832871760707743, 1.1364408114863567, 0.9795808836690962, 1.1364408114863567, 1.3529312578185186, 1.3851125954822725, 1.047504479673072, 0.9986951243873117, 1.2301570848428545, 1.1867698869684236, 0.959850570186757, 1.1027923031715823, 1.1013852648708433, 1.4383186530058383, 1.0451278670902282, 1.3034539702312649, 1.0186868632953465, 1.3851125954822725, 1.0086751671439604, 1.774815881271146, 1.1470841677678447, 1.7180778222002915, 0.9975097244562062, 1.1317800003735932, 1.011593210081909]","[7.882717152163144, 1.7857670972091846, 2.149621075472595, 4.61591733901336, 4.558662646349864, 4.310201287051365, 4.231665442440169, 12.132037469175673, 4.519609809975422, 12.132037469175673, 3.8789716622374715, 3.982899412865763, 5.1837994346242064, 4.698370034839408, 3.533417210991819, 6.022638438957611, 3.5363569485327444, 2.220862080746154, 2.088364824594646, 5.034465930742387, 4.193837698049208, 2.907866058557186, 3.4386408865253806, 3.982899412865763, 5.082115393695688, 5.419508864836223, 5.216963095579642, 6.444750780498932, 4.9624924311172975, 2.7242715825089014, 4.880942564153191]",christian great host although never met left list instruction list thing place beacon hill lovely quaint street apartment clean accessible train well walking place walked almost everywhere except fenway easy ride ,181.1579169,1,
313,"[1.2948601797484254, 1.2544548310563686, 1.0431735243613653, 1.035012854098392, 1.1194152031008537, 1.0150854430126617, 1.423008716008117, 1.0873943862983317]","[2.149621075472595, 5.159629073696394, 4.777315477726939, 4.581284300654694, 3.2336750818460405, 3.7658997340889844, 5.182780585835103, 5.140900088590116]",host canceled reservation 10 day arrival automated posting,39.38910041,1,
314,"[1.2548012047987542, 1.2948601797484254, 1.1027923031715823, 1.1543380358845685, 1.157289917534455]","[3.0387687007134407, 2.149621075472595, 2.220862080746154, 2.895381501894941, 2.1060503974820737]",helpful host apartment good location,14.82521885,1,
315,"[1.234865649947659, 1.2295843757419327, 1.1261337681670394, 1.1011866628675677, 1.3851125954822725, 1.1317800003735932, 1.0961724110558007, 0.9918140220159145, 1.4505605885358095, 1.3001561454501218, 0.9795808836690962, 1.4505605885358095, 1.0843901153622777, 1.186410593538802, 1.1004021970239, 1.3851125954822725, 1.1013852648708433, 1.3001561454501218, 1.0005887202273565, 1.157289917534455, 1.3849260308377638, 1.1317800003735932, 1.4921553097726574]","[7.882717152163144, 3.1021940786971913, 4.431287645014655, 4.242343811655729, 3.982899412865763, 5.448543165017803, 3.012389403801949, 5.8320960490188, 15.355845479034262, 10.862379448897956, 4.519609809975422, 15.355845479034262, 4.603858622693233, 3.1539893895279563, 4.862292266018781, 3.982899412865763, 2.088364824594646, 10.862379448897956, 3.824628006964053, 2.1060503974820737, 7.174532094238658, 5.448543165017803, 4.171364842197149]",christian made getting key place easy also sent page basic instruction page local area recommendation place clean basic provided location phenomenal easy find ,171.6950847,1,
316,"[1.234865649947659, 1.8531625020509734, 1.3867368577072914, 1.2948601797484254, 1.0005887202273565, 1.0150227271118188, 1.04499737722032, 1.3149180721975076, 1.0920115905826084, 1.1707405783408542, 1.1605483368746041, 1.0712873288569233, 1.0150227271118188, 1.3867368577072914, 1.1097084234396821, 1.0964180367397907, 1.5094793226700873, 1.1027923031715823, 1.278703473602372, 1.2734557120139725, 1.2392124509382527, 1.1868245548056604, 1.1234950409361408, 1.1420553813339118, 1.5531839696596101, 1.4936521829298794, 1.157289917534455, 1.2379210703627976, 1.2295843757419327, 0, 1.8972474028113218, 1.1027923031715823, 1.1111492250824586, 0.9832402787842227, 1.1090177364011147, 1.560778063773023, 0, 1.2244487918623885, 1.234865649947659, 1.0005887202273565, 1.3631763929657805, 1.3025664266598964, 1.172447586165387, 1.2803917461107865, 1.1284696771602865, 1.2877533755695239, 2.0425732225710527, 1.2872816192821832, 1.3851125954822725]","[15.765434304326288, 7.754883780653259, 3.571534194418369, 2.149621075472595, 7.649256013928106, 5.016982973940284, 6.608540089163959, 8.638384689704424, 5.100703289463779, 4.32953593875882, 6.056214734491216, 4.001778354240051, 5.016982973940284, 3.571534194418369, 5.394029779535238, 3.8262003343320057, 6.237561157126964, 4.441724161492308, 6.142782750799675, 4.618810022546196, 4.028387462968016, 3.4456070663440412, 3.544832410719188, 4.230485965204947, 8.22222429247951, 4.831722199934104, 2.1060503974820737, 2.8844816510509785, 3.1021940786971913, 11.379224713629624, 7.1378979610588775, 4.441724161492308, 4.218378806965325, 4.328235266561579, 3.637473945500162, 6.134835689107143, 10.686077533069678, 3.0062483729737957, 15.765434304326288, 7.649256013928106, 6.088435613502379, 5.445654144940545, 4.159948772715865, 7.715663067499978, 4.518561042181338, 5.069306435403107, 4.89535312827967, 1.8513401149177473, 1.9914497064328816]",christian proved great host provided u beer soda fridge towel shampoo gave u great advice go hang apartment fairly old small bathroom located building stairwell however location really made lessthanideal shape apartment 2 block away john kerrys home christian provided level service better average hotel id happy stay place,319.235336,1,
317,"[1.3867368577072914, 1.3851125954822725, 1.2295843757419327, 1.2108400377970268, 1.2367019715504286, 1.2244487918623885, 1.234865649947659, 1.541004802819497, 1.2948601797484254, 1.1515575433165293, 1.2912292301266413, 1.1836164793506185, 1.7503289188004756, 1.2213999931399078, 1.3851125954822725, 1.3257714698852054, 1.2872816192821832, 1.5144913236931372, 1.263487690147261]","[1.7857670972091846, 3.982899412865763, 3.1021940786971913, 3.5077227616170368, 3.66432415003413, 3.0062483729737957, 7.882717152163144, 4.277136965187397, 2.149621075472595, 4.743934541294408, 3.841794677043115, 1.9959399466720837, 8.85349606932137, 3.5753814100908516, 3.982899412865763, 4.571842408794274, 1.8513401149177473, 3.4454278388142128, 2.6595805941242663]",great place made feel right home christian awesome host ever visit boston hell first place look stay highly recommend ,98.56524781,1,
318,"[1.234865649947659, 1.2379210703627976, 1.139674086761723, 0, 1.157289917534455, 1.1027923031715823, 1.2379210703627976, 1.3592385475663247, 1.100758412021345, 1.0483228770235435, 1.2734557120139725, 0.959850570186757, 1.1763723832172268, 1.1596818128007091, 1.0750842391361195, 1.0954811754294647, 0, 1.3363137690530829, 1.6566360706497525, 1.2244487918623885, 1.1139628831368016, 1.1700407143799418, 1.2912292301266413, 1.1836164793506185]","[7.882717152163144, 5.768963302101957, 2.4219717693407232, 10.686077533069678, 2.1060503974820737, 2.220862080746154, 5.768963302101957, 3.3530545186831975, 2.937294006713934, 3.826462629415477, 4.618810022546196, 3.5363569485327444, 3.390342460320397, 3.8965428854749726, 2.3721027241603814, 4.241548899054253, 11.379224713629624, 3.3756945007995376, 5.467073973241368, 3.0062483729737957, 5.031835503973614, 5.441688508547197, 3.841794677043115, 1.9959399466720837]",christian really nice friendlythe location apartment really wonderful close subway old street beautiful safe room warm sweetjust like real home hope live visit boston,104.9903813,1,
319,"[1.3034539702312649, 1.1234950409361408, 1.1310397814779358, 1.1132666872243393, 1.15198048520756, 2.5774010340696103, 1.5342201629133412, 2.8569385723709795, 1.5705882118401853, 1.6183438352541486, 1.2855503250593652, 1.0281594580462667, 1.388777149663085, 1.5730597528880728, 1.1621472924001854, 3.0460818163938392, 1.3851125954822725, 1.1480409362796569, 1.2885471235770674, 1.4621276245286186, 1.0961724110558007, 1.0281594580462667, 1.181054923512962, 1.4610805504150652, 1.0403686725334034, 1.3851125954822725, 1.1868245548056604, 1.5688363892592554, 1.7029065264111145, 1.1515575433165293, 1.8816893923619769, 1.7221976083520356, 1.7180060534249362, 0.9706221853054642, 1.3480016253030087, 1.625091437438404, 1.6242411409199509, 1.234865649947659, 1.139674086761723, 1.111022010240891, 1.263487690147261, 1.3851125954822725, 1.157289917534455, 1.4195823962131493]","[2.907866058557186, 3.544832410719188, 2.4781987142323363, 3.30022645494447, 3.2766382882388347, 8.517023832700156, 5.372871554027891, 9.182000136293405, 7.310197959391814, 8.140546261465243, 2.6602341889187753, 7.221805703091388, 4.281675863014831, 4.602147758289603, 5.9281862600639235, 10.686077533069678, 5.974349119298645, 4.65779901283898, 7.728566472335886, 6.177969059924719, 3.012389403801949, 7.221805703091388, 4.138216660653248, 8.243730497700476, 6.430464823251456, 5.974349119298645, 3.4456070663440412, 6.332578982010335, 7.561512387672719, 4.743934541294408, 7.715663067499978, 7.189569971603198, 7.572562223859305, 4.333883771694924, 4.707824879933927, 6.348786792237188, 6.9424731792664955, 7.882717152163144, 2.4219717693407232, 2.3530475933267674, 2.6595805941242663, 5.974349119298645, 2.1060503974820737, 6.405945206077138]",well located comfortable quiet night count said layer dust dirt everything stayed enough air bnb vrbo place know professionally cleaned also stayed many european style place bathroom least practical ever encountered nearly impossible take shower toilet hallway christian nice would recommend place location alone ,380.5121574,1,
320,"[1.2948601797484254, 1.2544548310563686, 1.0431735243613653, 1.3758318616242615, 1.1194152031008537, 1.0150854430126617, 1.423008716008117, 1.0873943862983317]","[2.149621075472595, 5.159629073696394, 4.777315477726939, 5.923903598271923, 3.2336750818460405, 3.7658997340889844, 5.182780585835103, 5.140900088590116]",host canceled reservation 7 day arrival automated posting,42.79770758,1,
321,"[1.234865649947659, 1.0005887202273565, 1.3867368577072914, 1.2485415243522109, 1.1027923031715823, 1.1013852648708433, 1.1317800003735932, 1.06732592743524, 1.2295843757419327, 1.0900119645188588, 1.155648459799798, 1.162785809179296, 1.122050675589193, 1.346604577101952, 1.0547452151587313, 1.3867368577072914, 0.959850570186757, 1.0056762649864104, 1.0225373998846836, 1.2779348680583897, 1.1596818128007091, 1.4116741086744338]","[7.882717152163144, 3.824628006964053, 3.571534194418369, 3.074853524455725, 2.220862080746154, 2.088364824594646, 2.7242715825089014, 3.959244789967789, 3.1021940786971913, 5.4563067090567525, 3.4046918694993957, 2.8833573089281392, 6.126951285582995, 4.61591733901336, 5.30387868254094, 3.571534194418369, 3.5363569485327444, 5.172648786904697, 3.1514484319588845, 3.7235973543982954, 3.8965428854749726, 3.65058888757799]",christian provided great experience apartment clean easy access made checking convenient neighborhood favorite part step great street shopping restaurant felt safe thanks,101.347513,1,
322,"[1.234865649947659, 1.3867368577072914, 1.0244500715569758, 1.0777315202214177, 1.2672285503514307, 1.2872816192821832, 1.3823150839757863, 1.146696559258892, 1.3034539702312649, 1.335356211338203, 1.0832871760707743, 1.0150227271118188, 1.1364408114863567, 2.5441379046837627, 1.3851125954822725, 1.0964180367397907, 1.337157545006094, 1.3034539702312649, 1.2213999931399078, 1.256495509441876, 1.4736649886923536, 1.0261856436637011, 1.7515141270968388, 2.01881178892759, 1.2485415243522109]","[7.882717152163144, 1.7857670972091846, 5.223305611556112, 3.748278132739165, 5.261127515588276, 1.8513401149177473, 4.693988181192855, 3.460414126328909, 5.815732117114372, 4.034505659479952, 4.231665442440169, 2.508491486970142, 6.0660187345878365, 9.182000136293405, 1.9914497064328816, 3.8262003343320057, 3.7863544257848063, 5.815732117114372, 3.5753814100908516, 2.7158554120557854, 5.103521515847621, 3.6253865978168287, 4.663841327294943, 7.0484913733432935, 3.074853524455725]",christian great answered question throughout stay new city well best left u list handful place go described well first time using airbnb couldnt happier experience,156.3153377,1,
323,"[1.234865649947659, 1.3851125954822725, 1.3867368577072914, 1.2548012047987542, 1.1270220370601787, 1.0777315202214177, 0, 1.0832871760707743, 1.0150227271118188, 1.0400139142179161, 1.524537777846527, 1.2752355165784253, 1.380246360892138, 1.1425737387832073, 1.0150227271118188, 1.146696559258892, 1.0961724110558007, 1.0150227271118188, 1.0914773541128662, 1.2314010503072084, 1.3851125954822725, 1.034966477930374, 1.2379672441973197, 1.111022010240891, 1.263487690147261, 1.3851125954822725, 1.3263370869483404]","[7.882717152163144, 5.974349119298645, 1.7857670972091846, 3.0387687007134407, 3.964049604016329, 3.748278132739165, 11.379224713629624, 4.231665442440169, 7.525474460910425, 5.030960230394759, 6.683300164373069, 7.677922739517131, 8.48885295573346, 4.024542536731728, 7.525474460910425, 3.460414126328909, 3.012389403801949, 7.525474460910425, 5.096957966733617, 6.416380083369717, 5.974349119298645, 4.780034718015692, 5.186862224154752, 2.3530475933267674, 2.6595805941242663, 5.974349119298645, 4.202205947719724]",christian place great helpful responsive question arised left u red sox baseball hat welcome u city also u tip idea place eat explore would recommend place anyone ,162.0343048,1,
324,"[1.6664051907852195, 1.5342201629133412, 1.157289917534455, 1.3867368577072914, 2.0736258455088654, 1.3851125954822725, 1.2108400377970268, 1.3363137690530829, 3.01026348293255, 1.8629584039350249, 1.6255658611325656, 1.1723015605991227, 1.2379210703627976, 1.1310397814779358, 1.1013852648708433, 1.3459998446309525, 1.1868245548056604, 1.6500656676662702, 1.5400674077600378, 3.480935472212955, 1.0964180367397907, 1.6242411409199509, 1.4962594986599156, 1.3867368577072914, 1.2102137617661217]","[5.391517215399355, 5.372871554027891, 2.1060503974820737, 3.571534194418369, 4.516989949949297, 1.9914497064328816, 3.5077227616170368, 3.3756945007995376, 8.981329440831253, 7.212559489827897, 7.236089987238091, 3.0803119178616085, 2.8844816510509785, 2.4781987142323363, 2.088364824594646, 5.187885242146787, 3.4456070663440412, 4.255149108681403, 7.809692017148254, 9.587465244401569, 3.8262003343320057, 6.9424731792664955, 6.48512323578932, 3.571534194418369, 6.7110797284801444]",others said location great found place feel like bachelor pad guess bed really comfortable clean tidy bathroom bit awkward workable go hallway tiny great buy ,211.7650857,1,
325,"[1.1027923031715823, 1.1013852648708433, 1.157289917534455, 1.7515141270968388, 1.172447586165387, 1.0186868632953465, 0.98840204653406, 1.2855503250593652, 1.2693472177751812, 1.162785809179296, 1.4021750764985557, 1.0088608930989422, 1.0628783491910652, 0.9852211283092175, 1.2548012047987542, 1.1481673161526587, 0, 1.1201589762765927, 1.2849780742247234]","[2.220862080746154, 2.088364824594646, 2.1060503974820737, 4.663841327294943, 4.159948772715865, 3.4386408865253806, 3.698587286068688, 2.6602341889187753, 4.812552283826383, 2.8833573089281392, 8.28818226027131, 5.074775911207643, 4.740656924463103, 5.3142773897618385, 3.0387687007134407, 7.041933972797134, 11.379224713629624, 3.579881315413704, 3.951188652110741]",apartment clean location couldnt better walking distance everything cute neighborhood greg responded quickly message helpful oh deckoutdoor space fantastic ,88.27394345,1,
326,"[1.3867368577072914, 1.3851125954822725, 1.2912292301266413, 1.5144913236931372, 1.4479225604161572, 1.6954899569775022, 1.2609456303961633, 1.3529312578185186, 1.3867368577072914, 1.15198048520756, 1.1643896342880435, 1.638520890781483, 0.9975097244562062, 0.9938262698059533]","[3.571534194418369, 1.9914497064328816, 3.841794677043115, 3.4454278388142128, 4.489633405275159, 8.705076064203094, 6.003946305945459, 3.8789716622374715, 3.571534194418369, 3.2766382882388347, 5.5740897447131355, 7.03541929177594, 4.9624924311172975, 4.374796547387226]",great place visit highly recommended countless number thing great night life importantly fenway park ,88.0119282,1,
