,id,sentiment_score,tfidf_score,clean,comments,sentiment_rate,prediction,actual
117,1178162,"[-1.471617369191093, 1.0032459835010044, 1.1668067594003724, 1.0833335664200905, 1.28320872442351, 1.1214597873950967, -1.45069126792268, 1.1175667889017558, 1.1749079221285077, 0.9801006141062852, 0.9850078613160427, 1.0529011007760567, 0.9858976575039038, 1.1090296363471235, 1.004587378102006, 0.9755289565256883, 1.1938780290695497, 1.2919618762033729, 1.0329815082274836]","[5.128112835909408, 3.625749602826921, 3.0753981276240347, 2.72471512554143, 7.595827085157035, 2.8840471641106857, 4.798684340861371, 3.8964911276867866, 2.6606993435689246, 5.072829439360012, 4.572634414239946, 4.88626287922361, 3.470894535863885, 2.937762614323553, 3.439432891971053, 3.6993792915143606, 2.894623840208857, 1.8514771938373173, 7.145910214478037]",second airbnb experience easy uncomplicated neighborhood fine safe everything grocery store metro station close walking distance definitely stay izzys,this was my second airbnb experience. it was easy and uncomplicated. the neighborhood was fine and safe. everything from grocery store to metro station was in close walking distance. i will definitely stay at izzy's again!,57.72594994,1,1
118,1178162,"[1.055532028777265, 1.29585590135833, 0.9820501720098219, 1.1435454096308366, 1.1085478994208136, 2.417548816915428, -1.0495620117793203, -1.357428900819786, -1.3797366998598821, -1.147792780282812, -2.2469240417382097, 1.2462266582098556, -1.668622410000996, 1.0146142987693716, 1.1435454096308366, 1.1085478994208136, -1.7142707558946315]","[5.493912687625141, 1.991781239258073, 5.1644091203200215, 5.789660647588292, 4.177667918510027, 9.675268626836871, 2.3725884415090777, 5.616394244063079, 4.78697218493286, 4.658591018284653, 9.077431626081252, 2.1502659535792903, 5.134879415618282, 2.8170856359852054, 5.789660647588292, 4.177667918510027, 6.042478639373979]",reach place uber good clean conformable room basement dont know negotiate host still house good clean important,"reach this place by uber. it is good, clean and conformable. the room is in basement which i don't know before negotiate with the host. still, house is good, clean. this is the most important!",3.495137638,1,1
119,1178162,"[1.0267891798197546, -1.5719431366885386, -1.1162748073032605, -1.0495620117793203, 1.1813289473269477, 1.1137777790720023, 1.286615835847557, 1.2122619473533864, 1.1749079221285077, 1.1813289473269477, 1.3216291719430917, 1.2919618762033729]","[3.611272024004094, 3.3355508628263912, 3.276976264164789, 2.3725884415090777, 5.769524870355626, 2.4220556278485077, 6.547710960503458, 3.0389642253779328, 2.6606993435689246, 5.769524870355626, 3.53342674378411, 1.8514771938373173]",stayed one night room really nice victoria helpful everything really enjoyed stay,i only stayed for one night. the room was really nice and victoria was very helpful with everything :) i really enjoyed the stay.,30.94198308,1,1
120,1178162,"[1.1440517512221382, 1.4396328626169048, -1.147792780282812, -1.4292948668927887, 1.0032459835010044, 1.1668067594003724, -1.2886711517141556, 1.0542977616242113, -1.0095468382312964, -1.1175479177327379, 1.148196243920022, -1.5831214923573045, -1.8312386563447869, -1.5294635638323095, 1.0329815082274836, -1.1751671856045036, -1.4887391710124285, -1.6777502737943832, 1.0146142987693716, -1.2146969150070313, -1.2116436742461094, -1.1947730711971445, 1.064470430320738, -1.2847952014218378, 1.0451342965677588, -1.0495620117793203, -1.4449278379731703, -1.5719431366885386, -1.1838410437144373, -1.5719431366885386, -1.3480745556656868, -1.4240042325286968, -1.3931819645561692, -1.360375805395832, -0.9812553574216623, -1.0495620117793203, -1.1838410437144373, 1.1085478994208136, 1.1358230663866915, 1.1435454096308366, -1.8312386563447869, 1.1745109757348842, 1.1164711216800418, 1.211697083224943, 1.061201671145903, 0.9860067471352505, 1.0529011007760567, -1.0840203963283064, 0.9721626430734523, 1.061201671145903, 1.0089042050409096, 1.1243836088182881, 0.9936372310272151, 1.017512273453501, 1.211697083224943, 1.061201671145903]","[2.6603725995699388, 4.739487503977559, 4.658591018284653, 5.4678659786870405, 3.625749602826921, 3.0753981276240347, 3.7674327547593762, 4.232850916315078, 6.259033367810176, 3.234322086203951, 1.996311448348051, 6.362736882260372, 11.332567827131856, 6.613578385491083, 7.145910214478037, 4.833231308314772, 5.886955275734748, 6.265021409654798, 2.8170856359852054, 3.37581816870989, 4.029179468413688, 6.9551700872184865, 3.524278261486515, 7.069217593689783, 4.462311109239991, 4.745176883018155, 5.6531689714881, 6.6711017256527825, 6.891006510386067, 6.6711017256527825, 4.707983773614229, 6.8156685276074604, 7.519287008034701, 4.299990219152706, 4.1465613004538575, 4.745176883018155, 6.891006510386067, 2.0888339592550134, 2.106513772141474, 2.894830323794146, 11.332567827131856, 5.187654229600424, 3.460296958150722, 9.60014260727144, 10.913495204097973, 4.042103719394624, 4.88626287922361, 4.303785290121258, 4.594994205475457, 10.913495204097973, 5.720534503315675, 3.0127166172336763, 5.852573729535503, 4.234426340035959, 9.60014260727144, 10.913495204097973]",recommend accommodation know real airbnb experience didnt meet izzy day boston negative point read izzys description completely mention house like small hostel lot traveller private room unfortunately one bathroom one shower sometimes cause problem morning room bathroom clean location good point explore city far away airport metro 5 min away foot also supermarket shop far away,"we can recommend this accommodation. but you should know, this is not a ""real"" airbnb experience. we didn't meet izzy at our days in boston. but this is not a negative point. if you read izzy's description completely he mentions this. the house is more like a small hostel with lots of travellers than a private room. unfortunately there is only one bathroom (one shower) which sometimes causes in problems at the morning. our room and bathroom were clean. the location is a good point to explore the city and is not far away from the airport. metro is 5 min away by foot. there are also some supermarkets and other shops not far away.",-86.13713393,0,1
121,1178162,"[-1.0095468382312964, 1.3141630998290912, 1.1749079221285077, 1.2253851740904393, -1.6998364940898156, 1.05361387313731, -1.041107132387776, 0.9596160289406936, 1.1376945788687842, -1.1170632487780778, -1.4717425467023544, -1.0495620117793203, 1.0833335664200905, 1.1243836088182881, 1.2272448936951088, -1.0495620117793203, -1.3325116190716055, -1.15048105951294, 0.9863487591311865, -1.4813385816309739, -1.1429005098615541, 1.1749079221285077, 1.282299556499269, 1.2253851740904393, 1.1085478994208136, -1.0968641161911103, -1.1838410437144373, -1.084582008858991, 1.6260896203990225, 0.9863487591311865, 1.0873346355366094, 1.128210268328663]","[6.259033367810176, 1.7861160743789992, 5.321398687137849, 10.9222457296043, 7.24485016233294, 4.002257810847424, 4.841876895307626, 4.5193530476270105, 3.1027318253059994, 4.432079650460327, 6.820890471588612, 4.745176883018155, 2.72471512554143, 3.0127166172336763, 6.4419521178138766, 4.745176883018155, 6.011706980707225, 5.5763889094493795, 5.017724524836021, 4.255941114127076, 5.195867828137813, 5.321398687137849, 2.9080301204971386, 10.9222457296043, 2.0888339592550134, 3.2979234408969145, 3.4455032551930334, 3.5062286163241905, 4.874980322533299, 5.017724524836021, 3.50775213594853, 4.024375616101043]",izzy great everything organized properly gave clear instruction made getting moving room easy also lucky room downstairs allowed u bit privacy everything well organized clean even bathroom kitchen making u feel welcome,izzy was great! everything was organized properly and she gave clear instructions which made getting there and moving in to our room easy! also we were lucky to have to room downstairs which allowed us to have a bit more privacy. everything was well organized and clean even in bathroom and kitchen making us feel welcome.,13.3796485,1,1
122,1178162,"[-1.5491234713469495, -1.0095468382312964, 1.4501986613408018, 1.071723200359481, -1.5407732137586412, 1.1409584120871692, 1.2342225495496435, -1.7789954390249145, -1.2146969150070313, 1.1263408715608927, 1.1804963330459564, -1.8938988472222953, 3.207999113561658, 1.0180069377665961]","[8.57665633816876, 6.259033367810176, 3.6518210338758386, 2.2214960958289103, 4.517781955394969, 3.4046239557244804, 2.8951401291356023, 6.810473710730356, 3.37581816870989, 3.154513621508379, 8.012720889088822, 8.28897426571698, 10.281404430407187, 3.1521068814778137]",hey izzy thanks apartment found convenient perfect purpose like area mexican specifically columbian restaurant,"hey izzy,
thanks for having me in your apartment. i found it most convenient and it was just perfect for my purpose. i did like the area with the mexican and specifically columbian restaurants!",5.857283877,1,1
123,1178162,"[-1.2886711517141556, 1.035518034709068, 1.0542977616242113, -1.0095468382312964, 1.2093499375920482, 1.0433868659030159, 0.9863487591311865, 1.29585590135833, 1.1137777790720023, -1.3160175213430034, -1.4813385816309739, -1.5656193030229686, -1.0495620117793203, 0, -1.1838410437144373, 1.1749079221285077, -1.2339193556201642, -1.1410156123363575, 1.106456888323878, 1.1435454096308366, -1.070579308228943, -1.1029047156985199, -1.2338610034940043, 1.1214597873950967, -3.697713987554659, -1.294556413133047, 0, -1.5236158676169338, 1.1376945788687842, -1.6682050795840848, -1.281617516998708]","[3.7674327547593762, 3.1237987572822763, 4.232850916315078, 6.259033367810176, 4.195387566357982, 5.590056548178043, 2.5088622624180106, 1.991781239258073, 2.4220556278485077, 3.7016903625684106, 4.255941114127076, 7.508815708167406, 2.3725884415090777, 11.380016719075297, 3.4455032551930334, 2.6606993435689246, 3.3766536604453488, 3.080109269489109, 2.47837778677497, 2.894830323794146, 3.580468339819405, 3.8103469619643127, 3.9870613639661414, 2.8840471641106857, 10.463725987201142, 5.766888612687226, 11.380016719075297, 6.35285212302783, 3.1027318253059994, 5.706693451903804, 4.7821891214922605]",didnt get meet izzy friend greeted u place nice little bit dusty room kitche bathroom everything need bed comfortable good space two people neighborhood soso neighbor reggae party made hard sleep ,"i didn't get to meet izzy but he had a friend that greeted us. his place is nice but a little bit dusty. the room, kitche, bathroom, has everything you need. the bed is comfortable. it's a good space for two people. the neighborhood is so-so, our neighbors were having a reggae party that made it hard to sleep. ",-90.49649108,0,1
124,1178162,"[1.3141630998290912, 1.29585590135833, -1.0095468382312964, -1.1819311887485666, 1.0395819314090382, -1.0657409857955682, 1.1813289473269477, -1.131840430733732, 1.0833335664200905, -1.227212685673272, 1.29585590135833, 0.9858976575039038]","[1.7861160743789992, 3.983562478516146, 6.259033367810176, 3.8794872336800013, 6.551702981772995, 6.49343407364902, 2.884762435177813, 5.2674413462182565, 2.72471512554143, 4.172156847642821, 3.983562478516146, 3.470894535863885]",great place izzy thing explained laid really nicely easy find place station ,"great place! izzy had things explained and laid out really nicely, was very easy to find the place from the t station. ",0.357681259,1,1
125,1178162,"[1.3141630998290912, -1.070579308228943, 1.2128979114291447, 1.1465767995103933, 0.9860067471352505, 1.0833335664200905, -1.227212685673272, -1.1543000043098879, 1.0267891798197546, -1.0968641161911103, -1.6902656422442066, -1.0172903346439672, -1.3088171153613606, -1.001723820706912, -1.1153753458710465, 1.1137777790720023, 1.035518034709068, 0.9860067471352505, -1.0495620117793203, -1.199027861329355, 1.0370570221866913, -1.1643433927849316, 0.9642047532707203, 1.022695533406521, 1.064229424140435, 1.1137777790720023, -1.4415270895237582, -1.084582008858991, -1.2135581858678128, -1.0495620117793203, 1.1505661787537114, -1.1809241438753784, -1.5407132522475926, -1.0095468382312964, -1.0178947751094538, 1.4396328626169048, -1.1589149093079936, -1.3125424193730646, -1.3537183268750421, -1.0968641161911103, -1.2633422177461575, -1.0064350457447415, -1.6189580899177751, -1.6829311407484489, -1.3296479691579866, -1.1434563781225304, 1.0032459835010044, 1.3322928746539056, 1.2488644534521636, -1.040704201556651, 1.3141630998290912, -1.494656305306547]","[3.5722321487579984, 3.580468339819405, 3.8794872336800013, 3.665116155479802, 8.084207438789248, 2.72471512554143, 4.172156847642821, 5.07009844084878, 3.611272024004094, 6.595846881793829, 6.376070413129837, 5.911956577940165, 4.266467527114063, 4.29579029697738, 7.042725978242807, 4.844111255697015, 3.1237987572822763, 8.084207438789248, 4.745176883018155, 6.203866986501468, 3.3759852112225976, 6.31742168604833, 6.165080961466311, 8.121920181053815, 5.09774997217929, 4.844111255697015, 5.18970131322215, 3.5062286163241905, 4.5193530476270105, 4.745176883018155, 2.7163882494295137, 4.121252517781054, 8.012720889088822, 6.259033367810176, 7.252882334030205, 4.739487503977559, 4.330327944204493, 5.4011309541741745, 8.462245986991018, 6.595846881793829, 7.824668657585883, 5.715321633127142, 5.827057134153679, 7.71645507294565, 7.71645507294565, 3.5753574220191946, 3.625749602826921, 3.855455492789937, 5.391055302185433, 4.232064134213122, 3.5722321487579984, 7.3818160174060985]",great space cozy right airport easy find id stayed even werent arriving quite late oh nice get airport room 8 minute 12 cab fare tip nice open kitchen living room time use sadly izzy apple accommodation towel sheet kitchenware even emergency toiletry case youve forgotten first airbnb trip certainly left great impression,"great space. cozy and right off the airport, very easy to find. i'd have stayed here even if we weren't arriving quite late but oh was it nice to get from the airport to the room in under 8 minutes (and $12 cab fare, with tip).  nice, open kitchen and living room that we had no time to use, sadly.

izzy has apple accommodations. towels, sheets, kitchenware, even emergency toiletries in case you've forgotten yours. this was my first airbnb trip and it certainly left a great impression.",-124.0965211,0,1
126,1178162,"[1.1813289473269477, -1.3120085493849525, 1.29585590135833, -1.2695816700884734, -1.2339193556201642, 1.055532028777265, 0.9860067471352505, -0.9872931159272577, -0.9812553574216623, 1.29585590135833, -1.230082839551748, 0.9803304207417057, 1.061201671145903, 0.9860067471352505, 1.0529011007760567, 0.9858976575039038, -1.0495620117793203, 1.1085478994208136, -1.1589093102803334, 1.0855015385525124, 1.0018662023448, 1.0146142987693716, -1.2338610034940043, 1.1134209068007614, 1.1813289473269477, 1.1137777790720023, -1.2057105787471885, 1.1263408715608927, -1.0979413273257832, 1.822078516564473, 1.2919618762033729, -1.2600128265835147, 1.1505661787537114]","[5.769524870355626, 5.420300870281895, 3.983562478516146, 8.244522503146147, 3.3766536604453488, 5.493912687625141, 8.084207438789248, 4.581518426030109, 4.1465613004538575, 3.983562478516146, 4.432079650460327, 4.329027272007252, 3.6378317346993247, 8.084207438789248, 4.88626287922361, 3.470894535863885, 2.3725884415090777, 2.0888339592550134, 5.311591130831186, 5.00328977117667, 3.7666917395346573, 2.8170856359852054, 3.9870613639661414, 3.300708527023335, 5.769524870355626, 2.4220556278485077, 4.719441569235611, 3.154513621508379, 2.353899711182665, 5.562905559112092, 1.8514771938373173, 3.7502838778653373, 2.7163882494295137]",really liked place specially need reach airport early morning place couple block away airport metro station room clean huge welcomed arrival house people quiet really nice common area would totally stay next time,"i really liked the place! specially if you need to reach the airport early in the morning, this place is just a couple blocks away from the airport metro station! my room (d) was clean and huge, and i was welcomed at my arrival. the house has other people but it is very quiet and has really nice common areas! i would totally stay here again next time!!!",39.97124596,1,1
127,1178162,"[1.3141630998290912, -1.070579308228943, 1.2128979114291447, 1.1465767995103933, 0.9860067471352505, 1.0833335664200905, -1.227212685673272, -1.1543000043098879, 1.0267891798197546, -1.0968641161911103, -1.6902656422442066, -1.0172903346439672, -1.3088171153613606, -1.001723820706912, -1.1153753458710465, 1.1137777790720023, 1.035518034709068, 0.9860067471352505, -1.0495620117793203, -1.199027861329355, 1.0370570221866913, -1.1643433927849316, 0.9642047532707203, 1.022695533406521, 1.064229424140435, 1.1137777790720023, -1.4415270895237582, -1.084582008858991, -1.2135581858678128, -1.0495620117793203, 1.1505661787537114, -1.1809241438753784, -1.5407132522475926, -1.0095468382312964, -1.0178947751094538, 1.4396328626169048, -1.1589149093079936, -1.3125424193730646, -1.3537183268750421, -1.0968641161911103, -1.2633422177461575, -1.0064350457447415, -1.6189580899177751, -1.6829311407484489, -1.3296479691579866, -1.1434563781225304, 1.0032459835010044, 1.3322928746539056, 1.2488644534521636, -1.040704201556651, 1.3141630998290912, -1.494656305306547]","[3.5722321487579984, 3.580468339819405, 3.8794872336800013, 3.665116155479802, 8.084207438789248, 2.72471512554143, 4.172156847642821, 5.07009844084878, 3.611272024004094, 6.595846881793829, 6.376070413129837, 5.911956577940165, 4.266467527114063, 4.29579029697738, 7.042725978242807, 4.844111255697015, 3.1237987572822763, 8.084207438789248, 4.745176883018155, 6.203866986501468, 3.3759852112225976, 6.31742168604833, 6.165080961466311, 8.121920181053815, 5.09774997217929, 4.844111255697015, 5.18970131322215, 3.5062286163241905, 4.5193530476270105, 4.745176883018155, 2.7163882494295137, 4.121252517781054, 8.012720889088822, 6.259033367810176, 7.252882334030205, 4.739487503977559, 4.330327944204493, 5.4011309541741745, 8.462245986991018, 6.595846881793829, 7.824668657585883, 5.715321633127142, 5.827057134153679, 7.71645507294565, 7.71645507294565, 3.5753574220191946, 3.625749602826921, 3.855455492789937, 5.391055302185433, 4.232064134213122, 3.5722321487579984, 7.3818160174060985]",great space cozy right airport easy find id stayed even werent arriving quite late oh nice get airport room 8 minute 12 cab fare tip nice open kitchen living room time use sadly izzy apple accommodation towel sheet kitchenware even emergency toiletry case youve forgotten first airbnb trip certainly left great impression,"great space. cozy and right off the airport, very easy to find. i'd have stayed here even if we weren't arriving quite late but oh was it nice to get from the airport to the room in under 8 minutes (and $12 cab fare, with tip).  nice, open kitchen and living room that we had no time to use, sadly.

izzy has apple accommodations. towels, sheets, kitchenware, even emergency toiletries in case you've forgotten yours. this was my first airbnb trip and it certainly left a great impression.",-124.0965211,0,1
128,1178162,"[-1.2459823831002443, -1.0697580404272986, 1.2342225495496435, 1.29585590135833, -1.1162748073032605, 1.148196243920022, 1.1085478994208136, 1.0833335664200905, 1.035518034709068, 1.0789996362227643, 1.0329815082274836, -1.1911047719220882, 1.286615835847557, 1.2122619473533864, -1.1543000043098879, 1.1938780290695497, 1.1440517512221382, 1.1060448530857914, 1.29585590135833, 1.2919618762033729, 1.148196243920022]","[6.842055282780655, 4.518829075909494, 2.8951401291356023, 3.983562478516146, 3.276976264164789, 3.992622896696102, 2.0888339592550134, 2.72471512554143, 3.1237987572822763, 7.562304393118392, 7.145910214478037, 7.042725978242807, 6.547710960503458, 3.0389642253779328, 5.07009844084878, 2.894623840208857, 2.6603725995699388, 7.260979544262824, 3.983562478516146, 1.8514771938373173, 3.992622896696102]",luxury hotel perfect place night boston clean easy get tofrom izzys assistant victoria helpful id definitely recommend inexpensive place stay boston,"this is not a luxury hotel, but it was the perfect place for a night in boston. it was very clean and easy to get to/from, and izzy's assistant, victoria was very helpful. i'd definitely recommend it for an inexpensive place to stay in boston!",44.88220569,1,1
129,1178162,"[-1.0095468382312964, 1.1963932247313822, 1.0146142987693716, -1.45069126792268, 0.9596160289406936, 1.1435454096308366, -1.3120085493849525, 0, 1.145351257289477, 1.1214597873950967, 1.3679071036743977, 0, 1.0180069377665961, 0, 0.9803201868209156, 1.29585590135833, 1.4291071459700795, 1.1243836088182881, 1.2389353180037164, 0, -2.1666534868429306, -1.356422298924064, -2.1666534868429306, -1.2116436742461094, -1.249602222067464, -1.9783731581993316, -1.2102249516671448, -1.1012669417081447, 1.1029540208722024, 0.9793363741046929, -2.0777332311157743, 1.1465767995103933, -0.9570605934889155, 1.0146142987693716, -1.45069126792268, 1.1085478994208136, 1.282299556499269, -0.9710236748064609, -1.357428900819786, 1.106456888323878, 1.282299556499269, -1.066709952648673, 1.1085478994208136, -1.1838855654125517, -1.447580316104886, -1.2705044721243983, 1.035518034709068, -1.357428900819786, -1.0495620117793203, -1.5458135477696655, -1.503019193364176, 1.0267891798197546, -1.3160175213430034, -1.615186807006615, -1.2467742213365312, 1.2109579546046303, 1.1813289473269477, -1.2384273439188829, -1.5496584065347179, 1.0452977931734555, -1.4415270895237582, -1.2436337527925367, -1.402619570127432, -1.5189677913249833, -1.0855228514723294, 1.1243836088182881, 1.1137777790720023, -1.0521590026862908, -1.357428900819786, -1.3202584374675297, -1.0979413273257832, 1.2919618762033729, -1.0216704729479955, -1.0495620117793203, -1.310410032977841]","[6.259033367810176, 3.3030353720970584, 5.634171271970411, 9.597368681722742, 4.5193530476270105, 2.894830323794146, 5.420300870281895, 10.463725987201142, 7.5513753225862015, 2.8840471641106857, 4.811236806932492, 10.974551610967133, 3.1521068814778137, 11.380016719075297, 5.874685183142934, 1.991781239258073, 9.30057517739546, 6.025433234467353, 3.8527607997015125, 11.380016719075297, 20.927451974402285, 7.310989964837486, 20.927451974402285, 4.029179468413688, 7.729358477781558, 8.141338266910916, 7.363633698322908, 5.9268346419663445, 4.983920744607728, 4.375134729362436, 9.239950555579027, 3.665116155479802, 3.5371489539784164, 5.634171271970411, 9.597368681722742, 4.177667918510027, 5.816060240994277, 5.207272824751803, 16.849182732189234, 2.47837778677497, 5.816060240994277, 5.437217343948595, 4.177667918510027, 5.46112286480215, 7.400335065173335, 4.699162040285081, 3.1237987572822763, 16.849182732189234, 4.745176883018155, 5.77974462078876, 5.738109648137183, 3.611272024004094, 3.7016903625684106, 7.9788193374131415, 5.214598864843876, 3.723916099068452, 2.884762435177813, 6.438374296465993, 7.260979544262824, 4.1714163811150975, 5.18970131322215, 4.881734569598862, 5.679573145684611, 4.60237012544018, 6.000119365534837, 6.025433234467353, 2.4220556278485077, 5.020442850402919, 16.849182732189234, 3.943694134851012, 2.353899711182665, 1.8514771938373173, 5.4490986718353485, 4.745176883018155, 5.813582435570319]",izzy friendly house fine instruction good liked ethnically diverse neighborhood especially brazillian restaurant oliverias italian place rinos also amazing candlepin bowling original bowling small wooden ball alley called central park lane right street house fine clean well stocked basement comfortable well furnished clean wish known going get basement room probably wouldnt stayed little stuffy stair felt really narrow luckily able open window cold air drop also nice cool basement overall would stay request room upstairs ,"izzy was friendly. the house was fine.  the instructions were good.  i liked the ethnically diverse neighborhood, especially the brazillian restaurant, oliverias, and the italian place, rino's.  there is also an amazing candlepin bowling (the original bowling with small wooden balls) alley, called central park lanes right down the street.  the house was fine, clean and well stocked.  we were in the basement which was comfortable, well furnished and clean.  i wish i had known i was going to get the basement room. i probably wouldn't have stayed there.  it was a little stuffy and the stairs down felt really narrow.  luckily we were able to open the windows.  cold air drops so it was also nice and cool in the basement. overall, i would stay here again but request a room upstairs.
",-295.5780897,0,1
130,1178162,"[-1.5289772377560273, -1.2886711517141556, 1.035518034709068, 1.1816277151754873, 1.0542977616242113, -1.0095468382312964, 1.1749079221285077, 1.2789892949498454, 0.9596160289406936, 1.0163929834120864, -1.041107132387776, -1.4631104732707843, -1.2590329346455633, 1.29585590135833, -1.0495620117793203, 1.1105438432461279, -1.0495620117793203, 1.0146142987693716, -1.7100587622070926, -1.2146969150070313, -1.2116436742461094, 2.7730942530397753, -1.1947730711971445, -1.1536957245456492, -1.4963469126378908, -1.3052802785005648, -1.156830619431562, -1.2371865648521398, -3.6252515359245434, 0, -1.0495620117793203, -1.4769796914900541, -1.3738136568040762, -1.4240042325286968, -1.5211329619075418, -1.1611279035153663, 1.1505661787537114, -1.209145945622377, -1.0495620117793203, -1.5719431366885386, 0.9863487591311865, 1.0163929834120864, 1.1402291061936067, 1.29585590135833, 1.1090296363471235, 0.9860067471352505, 1.1412677818686148, -1.5719431366885386, -1.1162748073032605, 1.1003064309989625, 1.9576064432262523, -1.5719431366885386, -1.2886711517141556, 1.0873346355366094, -1.086821067401514, 1.1505661787537114, -1.6902656422442066, -1.1162748073032605, -1.6330811295541279]","[4.616709344459032, 7.5348655095187524, 3.1237987572822763, 5.39482178498091, 4.232850916315078, 6.259033367810176, 2.6606993435689246, 3.7871464312304783, 4.5193530476270105, 7.650840024819452, 4.841876895307626, 5.889015008697759, 5.9506710901208555, 3.983562478516146, 9.49035376603631, 5.073741432127281, 9.49035376603631, 2.8170856359852054, 5.29324199216299, 3.37581816870989, 4.029179468413688, 9.993722357955406, 6.9551700872184865, 4.1848293988965874, 7.110319269375335, 5.102433821491716, 5.067374880381739, 5.6896572647512365, 10.686869538515351, 10.974551610967133, 9.49035376603631, 4.832514205379776, 4.570425688880391, 6.8156685276074604, 5.247703863379935, 5.78902973856444, 5.4327764988590275, 5.513548662142, 9.49035376603631, 10.006652588479174, 2.5088622624180106, 7.650840024819452, 4.366101244264769, 3.983562478516146, 2.937762614323553, 4.042103719394624, 5.360207698958172, 10.006652588479174, 6.553952528329578, 4.563280838480328, 9.993722357955406, 10.006652588479174, 7.5348655095187524, 3.50775213594853, 7.328231771271992, 5.4327764988590275, 6.376070413129837, 6.553952528329578, 4.363407035181078]",although didnt get chance meet izzy everything described instruction provided clear trouble finding place room several room house actually like small youth hostel guest present using shared facility kitchenbath roomliving room however issue sometimes may waiting time bath room one u provided looking place close airport spend one night neighbourhood affluent one didnt feel unsafe time werent night though,"although we didn't get a chance to meet izzy everything was as described. the instructions provided were very clear and we had no trouble finding the place and the room. there are several rooms in the house which was actually more like a small youth hostel. there were other guests present using the shared facilities (kitchen/bath room/living room), however it was no issue. sometimes there may be a waiting time for the bath room as there is only one. for us it provided what we were looking for: a place (very!) close to the airport to spend one night. the neighbourhood is not the most affluent one but we didn't feel unsafe at any time (weren't out at night though).",-175.9111118,0,1
131,1178162,"[-1.3202584374675297, 1.4287461588909187, 1.2919618762033729, -1.431125374368964, -1.4414491121166981, -1.7622010982461669, 1.115337112359926, 1.2462266582098556, 0.9863487591311865, -0.9907180964159497, -1.5499396080419594, 1.288072332805003, 1.2661368906071975, 1.0542726619843652, -4.024890970515759, -2.8035286937511703, -1.1276346311101721, -1.0495620117793203, -1.4641674116709245, -1.6063149606507243, -1.0869196528305278, -1.5619459439863757, 1.2919618762033729, -1.1838410437144373, 0, -1.710785132745223, -1.5813809997668484, -1.392425099780018, 0.9863487591311865, -1.156830619431562, 1.0585419957559494, -1.090162803704108, -1.1536957245456492, 1.6260896203990225, 0.9986893934612081, -1.1611279035153663, 1.1505661787537114, 1.1358230663866915, 1.1596643036499348, 1.0996420411620809, 0.976887561471108, 0.9860067471352505, 0.9858976575039038, -1.0495620117793203, -1.9937657816002903, 1.1137777790720023, 1.0759655393185894, 1.6260896203990225, 1.106456888323878, 1.2919618762033729, -1.0979413273257832, 1.064470430320738, 1.0736991040969908, 1.2462266582098556, -1.7100587622070926, 1.1140206683663045]","[3.943694134851012, 6.665992128175123, 5.5544315815119525, 7.584527529903102, 5.411309159089931, 6.800164341071495, 4.135432124375133, 4.300531907158581, 5.017724524836021, 3.875625159914058, 4.789715670878611, 7.277373354038501, 6.420674719366591, 3.8264679559166845, 10.686869538515351, 9.239950555579027, 5.235831084949651, 4.745176883018155, 4.559454651795537, 5.679573145684611, 4.243533510485049, 4.549142484429117, 5.5544315815119525, 3.4455032551930334, 11.380016719075297, 7.21335149527357, 5.536472302043936, 4.325567060942356, 5.017724524836021, 5.067374880381739, 8.201962888727351, 4.578177665684709, 4.1848293988965874, 9.749960645066597, 4.37060778636666, 5.78902973856444, 2.7163882494295137, 2.106513772141474, 5.0343803582467, 4.2226707187641015, 6.119920565347457, 4.042103719394624, 3.470894535863885, 4.745176883018155, 5.852573729535503, 2.4220556278485077, 3.7293721676384, 9.749960645066597, 2.47837778677497, 5.5544315815119525, 2.353899711182665, 3.524278261486515, 4.160008713707174, 4.300531907158581, 5.29324199216299, 4.4965541326622045]",overall impressed stay mainly due lack communication host u arrived long journey idea go proceed stumbled upon room never given key whole stay bathroom inconveniently placed different floor u shared approx 3 guest making plenty waiting time location conveniently near logan airport station room fact nice spacious making comfortable stay would lot better host actually help,"overall, we were not too impressed with our stay. this is mainly due to a lack of communication between the host and us. we arrived after a very long journey, with no idea where we should go or how to proceed. we stumbled upon our room but never given our own key for our whole stay. the bathroom was inconveniently placed on a different floor to us and was shared with approx. 3 other guests, making for plenty of waiting time. the location is conveniently near the logan airport station and our room was in fact very nice and spacious making for a comfortable stay but it would have been a lot better if the host was actually there to help out.",-61.67248602,0,0
