,id,property_type,room_type,neighbourhood,accommodates,bedrooms,beds,price
113,5652147,8,0,17,7,3.0,4.0,300
114,14105971,0,0,17,2,0.0,1.0,119
115,2875267,0,0,17,2,0.0,1.0,175
116,9485607,8,0,17,6,2.0,2.0,195
117,7273770,4,0,17,4,2.0,2.0,145
118,5405928,0,0,17,4,2.0,2.0,200
119,4586681,8,1,17,1,1.0,1.0,90
120,1113272,0,0,17,4,2.0,2.0,210
121,12647606,0,1,17,2,1.0,1.0,75
122,10271867,0,1,17,2,1.0,1.0,46
123,7879708,4,1,17,2,1.0,1.0,75
125,12566065,0,1,17,2,1.0,1.0,60
126,6602217,0,0,17,5,1.0,2.0,130
127,3276286,0,0,17,6,2.0,3.0,190
128,2014651,0,1,17,2,1.0,1.0,100
130,4405982,0,0,17,8,4.0,4.0,399
131,250983,0,0,17,5,2.0,2.0,350
132,2308630,0,0,17,4,2.0,2.0,200
133,8272350,0,1,17,2,1.0,1.0,99
134,12368012,8,0,17,6,3.0,4.0,295
135,4098410,0,1,17,2,1.0,1.0,107
136,6322283,0,1,17,1,1.0,1.0,69
137,7823025,0,1,17,2,1.0,1.0,76
138,9549850,0,0,17,2,1.0,1.0,75
139,7845607,8,1,17,1,1.0,1.0,55
140,14071446,0,1,17,2,1.0,2.0,65
141,14218904,4,1,17,2,1.0,1.0,59
142,11826815,8,1,17,2,1.0,1.0,88
143,13334098,8,0,17,5,4.0,3.0,164
144,4765070,8,0,17,2,0.0,1.0,90
145,2880944,0,0,17,4,2.0,2.0,185
146,9532771,0,1,17,2,1.0,1.0,80
147,10253591,8,1,17,2,1.0,1.0,105
148,1881298,8,1,17,2,1.0,1.0,90
149,210097,0,0,17,2,1.0,1.0,100
150,6059968,0,2,30,2,1.0,1.0,100
151,6862758,0,0,17,5,2.0,3.0,200
152,799701,0,0,17,8,4.0,4.0,300
153,6862594,8,1,17,2,1.0,1.0,60
154,9057435,0,0,17,6,3.0,3.0,319
155,750438,0,1,17,2,1.0,1.0,85
156,12874603,4,1,17,2,1.0,1.0,70
157,12727401,0,1,17,2,1.0,1.0,50
158,2077794,0,0,17,4,1.0,1.0,119
159,9712731,4,0,17,3,1.0,2.0,125
160,13677640,0,1,17,2,1.0,1.0,53
161,3371091,0,1,17,4,1.0,1.0,125
162,13512551,8,0,30,6,4.0,4.0,199
163,732999,0,0,17,4,2.0,2.0,205
164,6106955,4,0,17,5,2.0,2.0,114
165,2698996,0,1,17,2,1.0,1.0,75
166,27611,0,0,17,2,1.0,1.0,185
167,4025194,0,1,17,2,1.0,1.0,75
168,8336364,0,0,17,4,2.0,2.0,180
169,12071820,0,2,17,2,1.0,1.0,70
170,7910223,1,0,17,2,1.0,2.0,150
171,4567815,0,0,17,4,2.0,2.0,120
172,12022134,0,1,17,2,1.0,1.0,92
173,13513012,0,1,17,2,1.0,1.0,84
174,3730447,0,0,17,4,2.0,2.0,200
175,4149974,0,0,17,2,1.0,1.0,115
176,14933380,0,2,30,1,1.0,1.0,49
177,6238463,11,1,17,2,1.0,1.0,95
178,1929406,8,0,17,6,4.0,4.0,275
179,4583526,0,0,17,9,4.0,4.0,230
180,7287822,0,0,17,4,1.0,4.0,130
181,8354938,0,0,17,5,2.0,3.0,192
182,5025015,0,0,17,5,3.0,4.0,175
183,4452800,0,1,17,2,1.0,1.0,70
184,7554801,11,1,17,2,1.0,1.0,65
185,9349646,0,1,17,2,1.0,1.0,100
186,6386351,0,0,17,3,1.0,1.0,185
187,5124772,8,0,17,10,5.0,5.0,250
188,3977877,0,0,30,2,1.0,1.0,110
189,1754939,8,0,17,5,2.0,3.0,150
190,6602167,0,0,17,6,2.0,4.0,168
191,3987926,0,1,17,2,1.0,1.0,60
192,5729845,0,1,17,2,1.0,1.0,59
193,9727523,8,1,17,2,1.0,1.0,60
194,12463555,0,0,17,4,2.0,4.0,145
195,9137560,0,1,17,2,1.0,1.0,80
196,3616081,0,0,17,3,1.0,2.0,114
197,8908145,8,1,17,2,1.0,1.0,170
198,554720,0,0,17,6,2.0,2.0,240
199,1551467,0,0,17,4,2.0,2.0,150
200,7743569,0,1,17,2,1.0,1.0,69
201,732932,0,1,17,2,1.0,1.0,80
202,749247,0,1,17,2,1.0,1.0,85
203,667325,0,1,17,4,1.0,2.0,75
204,9349614,0,0,17,4,2.0,2.0,150
205,10627514,8,1,17,2,1.0,1.0,70
206,1885825,8,1,17,3,1.0,2.0,80
207,9906565,0,0,17,7,3.0,4.0,225
208,629814,0,0,17,4,2.0,2.0,225
209,1222327,8,0,17,4,2.0,2.0,178
210,10299047,0,0,17,4,2.0,2.0,175
211,9463444,0,0,17,3,0.0,2.0,109
212,6465075,4,0,17,10,5.0,6.0,383
213,8932377,4,1,17,2,1.0,1.0,90
214,9577988,0,0,17,6,2.0,3.0,99
215,9971054,0,1,17,2,1.0,1.0,50
216,7348110,0,0,30,4,2.0,2.0,300
217,7790454,8,0,17,6,4.0,5.0,184
218,3021446,0,1,17,2,1.0,1.0,80
219,7708436,8,1,17,2,1.0,1.0,85
220,11514237,0,0,17,2,1.0,2.0,150
221,13363171,0,0,17,2,1.0,1.0,100
222,11946029,0,1,30,2,1.0,1.0,100
223,6019555,11,1,17,2,1.0,2.0,84
224,12052288,0,0,17,4,1.0,2.0,130
225,9676551,0,1,30,2,1.0,1.0,76
226,12789527,0,1,30,2,1.0,1.0,100
227,12855005,8,1,17,2,1.0,1.0,70
228,1631942,4,0,17,2,1.0,1.0,125
229,2884903,0,1,17,2,1.0,1.0,70
230,14868157,1,1,17,1,1.0,1.0,75
231,13344433,8,0,30,3,2.0,1.0,170
232,40601,8,1,17,2,1.0,1.0,95
233,12033661,1,1,17,2,1.0,2.0,70
234,6298216,0,0,17,6,3.0,3.0,299
235,12868343,8,1,17,1,1.0,1.0,70
236,14474750,6,0,17,6,2.0,3.0,155
237,6921672,0,0,17,4,2.0,2.0,250
238,2219399,0,1,17,2,1.0,1.0,115
239,336960,8,1,17,3,1.0,2.0,70
240,336946,8,0,17,3,1.0,2.0,135
241,6644330,4,1,17,2,1.0,1.0,120
242,6939162,9,0,17,4,1.0,1.0,130
243,13640138,0,1,17,3,1.0,1.0,29
244,12593295,0,1,30,2,1.0,1.0,68
245,10004575,0,0,17,6,3.0,5.0,300
246,12855343,8,1,17,1,1.0,1.0,50
247,9791506,4,0,17,2,1.0,1.0,119
248,5801643,0,1,17,2,1.0,1.0,46
249,12888054,4,0,17,6,2.0,3.0,295
250,5676025,0,0,17,5,2.0,3.0,130
251,6104388,4,0,17,6,2.0,2.0,180
252,8283433,0,0,17,7,2.0,4.0,300
253,14573919,0,0,17,5,2.0,3.0,200
254,7495866,0,0,17,2,1.0,1.0,136
255,13623390,0,0,30,2,1.0,1.0,100
256,3629014,8,1,17,5,1.0,2.0,88
257,10883063,8,1,30,3,1.0,2.0,95
258,713627,8,0,17,2,1.0,1.0,135
259,4105704,8,0,17,2,1.0,1.0,135
260,3957602,1,1,17,2,1.0,1.0,75
261,11739985,8,0,30,5,2.0,4.0,189
262,5874408,8,1,17,2,1.0,1.0,75
263,7693009,0,1,30,2,1.0,1.0,55
264,3775876,0,1,17,2,1.0,1.0,125
265,3693850,4,1,17,1,1.0,1.0,88
266,4736217,0,1,17,1,1.0,1.0,72
267,14428514,0,2,30,1,1.0,1.0,22
268,3021862,8,1,17,2,1.0,1.0,90
269,4348422,0,1,17,2,1.0,1.0,150
270,973840,0,1,17,2,1.0,1.0,82
271,9575439,8,1,17,2,1.0,1.0,84
272,4430821,0,0,17,4,2.0,2.0,160
273,9591772,0,0,17,4,2.0,2.0,110
274,3079305,0,0,17,4,2.0,2.0,150
275,14474114,4,1,17,2,1.0,1.0,80
276,7789429,0,0,17,5,2.0,3.0,225
277,1203014,0,1,17,2,1.0,1.0,65
278,957224,8,0,17,8,3.0,4.0,275
279,4119345,8,0,17,8,3.0,3.0,300
280,5495547,8,0,17,5,3.0,3.0,185
281,12081834,0,0,17,4,1.0,1.0,175
282,14260905,0,0,17,5,2.0,3.0,175
283,3988018,0,1,17,2,1.0,2.0,75
284,728238,0,1,17,2,1.0,1.0,60
285,12997241,0,0,17,3,2.0,2.0,100
286,10074653,11,1,17,1,1.0,1.0,75
287,4054079,11,0,17,2,0.0,1.0,94
288,12849003,11,1,17,2,1.0,1.0,85
289,8067585,0,1,30,2,1.0,1.0,83
290,7723492,0,1,17,2,1.0,1.0,75
291,1956275,0,0,17,6,3.0,3.0,168
292,1136972,0,1,17,2,1.0,1.0,60
293,1071235,0,0,17,2,1.0,1.0,135
294,4233242,1,1,17,2,1.0,1.0,119
295,14415125,4,0,17,5,2.0,2.0,275
296,3905508,8,0,30,2,1.0,1.0,130
298,14566386,0,0,30,3,2.0,3.0,160
299,9590679,4,1,17,1,1.0,1.0,65
300,14469677,8,1,30,4,1.0,2.0,77
301,447826,8,1,17,2,1.0,1.0,71
302,12736777,11,0,30,2,1.0,1.0,200
303,9459945,0,1,17,2,1.0,1.0,55
304,13621476,0,1,17,2,1.0,1.0,95
305,2365632,0,0,17,4,2.0,2.0,220
306,10163454,8,1,17,2,1.0,1.0,54
307,14308511,0,1,30,3,1.0,2.0,72
308,13751426,0,1,17,2,1.0,1.0,70
309,1692573,8,0,17,4,2.0,3.0,135
310,12932001,8,0,17,6,3.0,3.0,300
311,5182313,0,1,17,2,1.0,1.0,110
312,13865867,8,1,17,2,1.0,1.0,70
313,4331214,8,1,17,1,1.0,1.0,75
314,12824498,0,1,17,2,1.0,1.0,70
315,14602997,4,1,17,2,1.0,1.0,88
318,5166870,0,0,17,4,2.0,2.0,180
319,3593290,8,0,17,5,4.0,4.0,325
320,14672735,0,1,17,1,1.0,1.0,65
321,1612842,0,0,17,4,3.0,4.0,290
322,332225,8,0,17,4,4.0,3.0,159
323,496022,8,1,17,2,1.0,1.0,200
324,8720718,8,1,17,2,1.0,1.0,95
325,9212213,4,0,30,2,1.0,1.0,65
326,8310894,0,0,17,3,1.0,1.0,99
327,1167221,8,1,17,3,1.0,2.0,93
329,1701741,0,0,17,4,2.0,2.0,295
331,5918944,8,0,17,4,2.0,2.0,150
332,5738018,0,0,17,4,2.0,1.0,95
333,4181530,4,0,17,4,2.0,2.0,150
334,6065674,0,0,17,8,4.0,4.0,399
335,13698137,8,1,30,2,1.0,1.0,71
337,5049582,1,1,17,2,1.0,1.0,70
338,12209339,0,1,17,2,1.0,1.0,125
339,8981656,1,1,17,2,1.0,1.0,85
340,13110347,0,1,17,2,1.0,1.0,61
341,9833460,8,0,17,6,2.0,4.0,250
342,8801250,8,1,17,2,1.0,1.0,56
343,11553697,0,2,17,3,1.0,2.0,200
344,13110084,0,0,17,6,2.0,3.0,220
345,14682931,1,1,17,1,1.0,1.0,80
346,6425318,1,1,17,2,1.0,1.0,60
347,2378421,8,1,17,2,1.0,2.0,125
349,14683493,0,0,17,2,1.0,1.0,149
350,12949270,0,1,17,2,1.0,1.0,65
351,12781774,0,0,17,2,0.0,1.0,99
352,8226982,0,1,17,3,1.0,2.0,67
353,5212321,8,0,17,5,2.0,4.0,180
354,4339392,0,0,17,3,2.0,2.0,170
355,12191871,8,0,17,4,2.0,2.0,115
356,12190053,8,0,17,4,2.0,3.0,235
357,6764572,8,1,17,2,1.0,1.0,89
358,8521792,8,1,30,2,1.0,1.0,110
359,4065322,0,1,17,2,1.0,1.0,84
360,12209147,0,1,17,2,1.0,1.0,125
361,14501824,0,0,17,3,1.0,1.0,130
362,12274601,0,1,17,1,1.0,1.0,65
363,4457943,11,1,17,2,1.0,1.0,86
364,9865550,0,0,17,4,1.0,1.0,75
365,4838985,0,0,17,6,3.0,2.0,255
366,197972,8,0,17,3,1.0,1.0,145
367,10749312,8,0,17,5,3.0,4.0,199
368,1115394,0,1,17,2,1.0,1.0,91
369,5702292,8,1,17,2,1.0,1.0,81
370,4015972,0,1,17,2,1.0,1.0,60
371,2295530,8,1,17,3,1.0,2.0,99
372,5882411,4,1,17,1,1.0,1.0,88
373,6914622,8,0,30,2,1.0,1.0,225
374,13697486,0,1,17,2,1.0,1.0,50
375,14254537,4,0,17,3,1.0,1.0,225
376,13041752,11,1,17,1,1.0,1.0,48
377,4538423,0,0,17,2,1.0,1.0,37
378,1885386,8,1,17,2,1.0,1.0,85
380,8275122,0,1,17,2,1.0,1.0,100
381,2798787,8,1,17,2,1.0,1.0,75
382,9110588,0,1,17,2,1.0,1.0,25
383,2950175,0,1,17,1,1.0,1.0,50
384,5293067,8,1,17,2,1.0,1.0,49
385,13829133,8,1,30,4,1.0,3.0,125
386,14161407,4,0,17,4,2.0,2.0,180
387,11912139,0,1,17,2,1.0,1.0,60
388,2933661,0,1,17,2,1.0,1.0,85
389,1803138,0,1,17,2,1.0,1.0,85
390,11397952,8,1,17,2,1.0,1.0,64
392,6390634,4,1,17,2,1.0,1.0,75
393,6291807,0,0,17,4,2.0,2.0,119
394,1949996,0,0,17,4,1.0,2.0,110
395,8634599,8,0,17,2,1.0,1.0,179
396,11370704,0,0,17,6,2.0,2.0,175
397,1704090,0,0,17,2,0.0,1.0,125
398,1187188,9,0,17,4,2.0,4.0,220
399,903598,0,0,20,4,2.0,2.0,299
400,9903,0,0,20,2,1.0,1.0,249
401,14444280,0,0,20,2,0.0,1.0,115
402,12379725,0,0,20,2,1.0,1.0,239
403,7225376,0,1,20,2,1.0,1.0,75
404,5660081,9,1,20,2,1.0,1.0,30
405,13968660,0,1,30,1,1.0,1.0,45
406,1426711,4,1,20,5,1.0,5.0,160
407,5510597,0,1,20,2,1.0,1.0,62
409,12320063,0,1,20,1,1.0,1.0,55
410,4823089,0,1,30,4,1.0,2.0,79
411,7871576,0,1,20,1,1.0,1.0,60
412,5904992,0,1,20,2,1.0,1.0,79
413,5222368,8,1,30,1,1.0,1.0,75
414,66288,0,0,20,2,0.0,1.0,75
415,11313921,8,1,20,1,1.0,1.0,30
416,6629929,0,1,20,2,1.0,1.0,105
417,12074204,0,2,30,1,1.0,1.0,27
418,4160585,8,1,20,1,1.0,1.0,85
419,13391024,8,1,20,2,1.0,1.0,110
420,195515,0,0,20,2,1.0,1.0,199
421,13565466,0,1,20,2,1.0,2.0,45
422,130552,0,0,20,4,2.0,2.0,269
423,5832127,0,1,20,2,1.0,1.0,69
424,9710999,0,1,20,2,1.0,1.0,75
425,12517081,8,1,20,2,1.0,1.0,45
426,13531200,8,1,20,1,1.0,1.0,70
427,11861063,8,1,20,3,1.0,2.0,70
428,12089399,0,0,20,3,1.0,1.0,169
429,5453775,0,1,20,5,1.0,3.0,99
430,12497846,0,1,20,1,1.0,1.0,90
431,14137262,4,1,20,2,1.0,1.0,80
432,5526487,0,0,20,6,3.0,3.0,275
433,14398508,0,1,20,2,1.0,1.0,71
434,1373520,0,1,20,2,1.0,1.0,125
435,6387077,0,0,20,2,0.0,1.0,140
436,13037372,0,2,20,2,1.0,2.0,52
437,1471308,0,1,20,2,1.0,1.0,70
438,13521713,0,0,20,3,1.0,1.0,208
439,848152,0,0,20,7,2.0,3.0,399
440,7008455,0,0,30,2,1.0,1.0,100
441,11006149,0,0,20,1,1.0,1.0,59
442,12102482,0,0,20,3,1.0,1.0,169
443,6744795,0,0,20,3,1.0,1.0,169
444,3659917,0,1,20,1,1.0,1.0,75
445,14854671,4,1,20,2,1.0,1.0,100
446,1092093,0,0,20,3,1.0,1.0,115
447,10051003,0,0,20,2,1.0,1.0,65
448,11219568,0,0,20,12,4.0,7.0,349
449,1471373,0,1,20,3,1.0,3.0,75
450,13888974,8,2,30,1,1.0,4.0,35
451,9428208,0,0,20,5,5.0,4.0,100
452,13233250,0,0,20,4,2.0,2.0,199
453,9710673,0,1,20,2,1.0,1.0,75
454,8973362,0,0,20,4,2.0,2.0,160
455,10153739,0,0,20,3,1.0,1.0,349
456,2754149,0,1,20,2,1.0,1.0,65
457,12707324,0,1,20,1,1.0,1.0,41
458,14442333,0,1,30,2,1.0,2.0,80
459,9824155,0,1,20,2,1.0,1.0,49
460,13624971,0,1,30,1,1.0,1.0,35
461,9626892,11,1,20,2,1.0,1.0,72
462,7562235,0,1,20,2,1.0,1.0,90
463,10478553,0,1,20,2,1.0,1.0,100
464,14854164,4,1,20,2,1.0,1.0,90
465,14196983,0,0,20,2,2.0,3.0,89
466,6611126,0,1,20,1,1.0,1.0,65
467,5267396,0,0,20,2,1.0,1.0,170
468,8184662,0,0,20,3,1.0,1.0,169
469,12264207,0,0,20,5,2.0,4.0,150
470,14685769,8,1,20,1,1.0,1.0,50
471,14867747,0,2,30,1,1.0,1.0,20
472,13081347,0,1,20,1,1.0,1.0,56
473,6118583,9,0,20,3,1.0,2.0,140
474,6990023,0,1,20,2,1.0,1.0,88
475,14670311,8,1,20,1,1.0,1.0,50
476,10328539,8,1,20,2,1.0,1.0,74
477,14668008,0,1,20,2,1.0,1.0,42
478,10131503,0,0,20,5,2.0,2.0,199
479,7280665,0,2,20,1,1.0,3.0,40
480,10153536,0,0,20,3,1.0,1.0,169
481,12359031,0,0,20,5,2.0,2.0,319
482,13000520,4,1,20,2,1.0,1.0,80
483,7050397,8,1,30,1,1.0,1.0,50
484,4687499,0,1,20,3,1.0,1.0,103
485,4625517,8,1,30,2,1.0,1.0,100
486,5412487,9,0,20,4,2.0,3.0,160
487,13062783,0,1,20,1,1.0,1.0,42
488,7868931,0,0,20,3,1.0,1.0,169
489,8442314,8,1,20,2,1.0,1.0,89
490,12357955,0,0,20,3,1.0,1.0,199
491,12750816,0,0,20,4,2.0,2.0,150
492,8015793,9,0,20,4,2.0,1.0,200
493,9998187,0,1,30,3,1.0,2.0,99
494,14336348,0,1,30,1,1.0,0.0,99
495,4493030,0,0,30,5,2.0,3.0,272
496,13525610,8,1,20,1,1.0,1.0,85
497,14339562,8,1,20,2,1.0,1.0,70
498,14110186,0,1,20,2,1.0,1.0,100
499,4787213,0,0,20,4,1.0,2.0,109
500,13658697,0,1,20,2,1.0,1.0,80
501,8539551,8,1,30,1,1.0,1.0,79
502,9407895,0,2,20,1,1.0,1.0,28
503,13651290,0,0,20,2,0.0,2.0,55
504,3198169,0,1,20,2,1.0,1.0,110
505,10537553,0,1,20,1,1.0,1.0,40
506,7113260,9,1,30,2,1.0,1.0,90
507,13060366,0,2,20,2,1.0,1.0,80
508,14092430,8,1,20,2,1.0,1.0,74
509,6834270,0,0,30,2,1.0,1.0,100
510,7379913,0,1,20,2,1.0,1.0,130
511,4523594,0,0,30,3,1.0,2.0,215
512,543188,0,0,20,4,2.0,2.0,349
513,4409653,0,0,30,4,1.0,2.0,246
514,12667158,0,0,20,4,2.0,3.0,150
515,8337048,0,2,20,3,1.0,2.0,45
516,8390386,0,0,20,4,1.0,1.0,100
517,13028092,0,0,20,3,1.0,3.0,130
518,12608363,0,1,20,1,1.0,1.0,60
519,5967936,0,0,20,2,1.0,1.0,175
520,6684904,0,0,20,3,1.0,2.0,246
521,6676364,4,1,12,1,1.0,1.0,84
522,2174711,0,0,12,4,0.0,2.0,149
523,14235257,0,2,30,2,1.0,2.0,75
524,6870366,0,1,12,1,1.0,1.0,84
525,7637094,4,0,12,4,2.0,2.0,100
526,4518756,0,0,1,4,1.0,1.0,165
527,14759485,7,0,1,4,2.0,2.0,289
528,14237196,4,0,1,4,0.0,2.0,170
529,13449737,0,0,1,2,1.0,1.0,247
531,11940785,4,0,1,2,1.0,1.0,139
532,4518710,0,0,1,4,1.0,1.0,165
534,11398458,0,0,1,3,1.0,1.0,350
536,4518380,0,0,1,6,2.0,2.0,188
537,12265433,0,0,30,4,2.0,2.0,400
538,6268082,0,0,1,3,1.0,2.0,180
539,14820482,0,0,1,4,3.0,2.0,375
540,8422876,1,1,1,2,1.0,1.0,99
541,13129109,0,0,1,2,1.0,1.0,170
542,2706986,0,1,1,2,1.0,1.0,125
543,11963384,0,0,1,3,1.0,1.0,129
544,9825415,0,1,1,2,1.0,1.0,90
545,14731382,8,0,1,4,2.0,2.0,299
546,7931882,0,0,1,4,2.0,2.0,225
549,6292261,1,1,1,2,1.0,1.0,99
550,6499228,0,1,18,2,1.0,2.0,245
551,4053612,4,0,18,4,2.0,3.0,390
552,8733896,0,1,18,2,1.0,1.0,159
553,9166002,4,0,18,4,2.0,2.0,295
554,8014683,4,0,18,2,1.0,1.0,179
555,3359170,0,0,30,4,2.0,2.0,399
556,12303347,0,0,7,3,1.0,1.0,219
557,3401809,0,0,7,2,1.0,1.0,289
558,12301081,0,0,7,3,1.0,1.0,219
559,2848330,0,0,7,4,2.0,3.0,295
560,13079659,9,0,7,4,2.0,2.0,259
561,2848370,0,0,7,3,1.0,1.0,185
562,13024385,9,0,7,4,2.0,2.0,269
563,7630346,0,0,7,4,0.0,2.0,109
564,2848362,0,0,7,4,2.0,3.0,295
565,2187766,0,0,7,5,2.0,3.0,389
566,14246956,0,0,7,4,2.0,2.0,215
567,2848393,0,0,7,8,4.0,6.0,375
568,14573486,0,0,7,4,1.0,2.0,270
569,3342206,0,0,7,5,2.0,3.0,285
570,8830015,0,0,7,6,2.0,2.0,296
571,14898198,0,1,16,3,1.0,2.0,80
572,10611728,0,0,7,3,1.0,1.0,219
573,11169560,9,0,7,2,0.0,1.0,120
574,14251275,0,0,7,4,2.0,2.0,209
575,12302222,0,0,7,5,2.0,2.0,399
576,6452246,0,1,7,2,1.0,1.0,159
577,8861069,0,0,7,3,0.0,2.0,125
578,13417639,0,1,30,2,1.0,1.0,80
579,12383204,0,0,7,5,2.0,2.0,299
580,6500646,0,1,30,1,1.0,1.0,100
581,12986892,0,0,7,4,1.0,2.0,229
582,7434871,4,0,7,8,3.0,4.0,383
583,7630340,0,0,7,4,1.0,2.0,149
584,2848239,0,0,7,3,1.0,1.0,250
585,994317,0,0,7,2,1.0,1.0,349
586,12428994,0,0,7,5,2.0,2.0,199
587,9921925,0,0,7,3,1.0,1.0,169
588,13813380,0,1,7,2,1.0,1.0,300
589,10116726,0,0,7,3,1.0,1.0,169
590,10136854,0,0,7,3,1.0,1.0,349
591,10034614,0,0,7,5,2.0,2.0,319
592,14918194,0,2,30,1,1.0,1.0,100
593,9183638,0,0,7,4,2.0,2.0,179
594,12984748,0,0,7,5,2.0,3.0,289
595,12284774,0,0,7,3,0.0,1.0,209
596,10117472,0,0,7,5,2.0,2.0,199
597,11126122,0,0,7,3,2.0,1.0,319
598,12067685,0,0,7,4,1.0,1.0,135
599,10116429,0,0,7,3,1.0,1.0,169
